rank,field,family,question,unique_values,score,max_abs_lift,top_values_json
608,q23_2026_Lr10r9,brand_funnel,,9,0.6681,0.09,"[[""5"", 19, 5, 0.2631578947368421, -0.08997109632318345], [""9"", 68, 27, 0.39705882352941174, 0.0439298324693862], [""8"", 81, 26, 0.32098765432098764, -0.03214133673903791], [""7"", 48, 15, 0.3125, -0.04062899106002554], [""6"", 23, 9, 0.391304347826087, 0.03817535676606143]]"
609,q21b_2026r14oe,channel_supplier,,4,0.6678,0.0,"[[""__MISSING__"", 1563, 552, 0.3531669865642994, 3.799550427385778e-05]]"
610,q11br2c1,equipment_ownership_use,,2,0.6634,0.0238,"[[""0"", 671, 221, 0.3293591654247392, -0.023769825635286346], [""1"", 895, 332, 0.37094972067039106, 0.017820729610365516]]"
611,q24r6,other,,2,0.6595,0.0454,"[[""1"", 266, 106, 0.39849624060150374, 0.045367249541478194], [""0"", 1300, 447, 0.34384615384615386, -0.009282837213871686]]"
612,POSSIBLEBRANDSr1,brand_funnel,,3,0.6546,0.1388,"[[""__MISSING__"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""0"", 562, 206, 0.3665480427046263, 0.013419051644600777], [""1"", 976, 341, 0.34938524590163933, -0.0037437451583862136]]"
613,q19r8,other,,3,0.6452,0.0399,"[[""1"", 265, 83, 0.3132075471698113, -0.03992144389021424], [""__MISSING__"", 860, 317, 0.3686046511627907, 0.015475660102765132], [""0"", 441, 153, 0.3469387755102041, -0.006190215549821465]]"
614,q1r8,other,,2,0.638,0.1078,"[[""1"", 53, 13, 0.24528301886792453, -0.10784597219210101], [""0"", 1513, 540, 0.356906807666887, 0.0037778166068614394]]"
615,q21d_2026r10,channel_supplier,,2,0.6371,0.0415,"[[""10"", 299, 118, 0.39464882943143814, 0.0415198383714126], [""0"", 1267, 435, 0.34333070244672453, -0.00979828861330101]]"
616,q11ar14c1,equipment_ownership_use,,2,0.6353,0.0439,"[[""1"", 272, 108, 0.39705882352941174, 0.0439298324693862], [""0"", 1294, 445, 0.34389489953632146, -0.00923409152370408]]"
617,q23r23,other,,2,0.6335,0.0613,"[[""1"", 152, 63, 0.4144736842105263, 0.061344693150500784], [""0"", 1414, 490, 0.3465346534653465, -0.006594337594679034]]"
618,q23_2026_Lr11r7,brand_funnel,,7,0.6328,0.1251,"[[""8"", 23, 11, 0.4782608695652174, 0.12513187850519186], [""10"", 17, 7, 0.4117647058823529, 0.05863571482232738], [""9"", 12, 5, 0.4166666666666667, 0.06353767560664114], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""7"", 13, 5, 0.38461538461538464, 0.03148639355535909]]"
619,q11br5c2,equipment_ownership_use,,2,0.6304,0.0216,"[[""0"", 724, 240, 0.3314917127071823, -0.021637278352843237], [""1"", 842, 313, 0.37173396674584325, 0.018604975685817704]]"
620,q19r2,other,,3,0.63,0.0361,"[[""1"", 370, 144, 0.3891891891891892, 0.03606019812916367], [""__MISSING__"", 646, 221, 0.34210526315789475, -0.011023727902130798], [""0"", 550, 188, 0.3418181818181818, -0.011310809241843744]]"
621,q21b_2026r9,channel_supplier,,2,0.6246,0.2103,"[[""1"", 14, 2, 0.14285714285714285, -0.2102718482028827], [""0"", 1552, 551, 0.3550257731958763, 0.0018967821358507608]]"
622,q20r13,brand_funnel,,3,0.6245,0.0576,"[[""1"", 168, 69, 0.4107142857142857, 0.057585294654260155], [""__MISSING__"", 1114, 386, 0.3464991023339318, -0.006629888726093769], [""0"", 284, 98, 0.34507042253521125, -0.008058568524814291]]"
623,POSSIBLEBRANDSr2,brand_funnel,,3,0.6118,0.1388,"[[""__MISSING__"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""1"", 920, 332, 0.36086956521739133, 0.007740574157365787], [""0"", 618, 215, 0.3478964401294498, -0.00523255093057573]]"
624,q11br5c3,equipment_ownership_use,,2,0.5968,0.0378,"[[""1"", 330, 129, 0.39090909090909093, 0.037780099849065385], [""0"", 1236, 424, 0.343042071197411, -0.010086919862614563]]"
625,q11ar6c2,equipment_ownership_use,,2,0.5913,0.0212,"[[""1"", 716, 268, 0.3743016759776536, 0.021172684917628082], [""0"", 850, 285, 0.3352941176470588, -0.017834873412966745]]"
626,q11br10c1,equipment_ownership_use,,2,0.5912,0.0199,"[[""1"", 764, 285, 0.3730366492146597, 0.019907658154634134], [""0"", 802, 268, 0.3341645885286783, -0.018964402531347235]]"
627,conditionsNortheast,fielding_technical,,2,0.5825,0.0406,"[[""1"", 288, 90, 0.3125, -0.04062899106002554], [""0"", 1278, 463, 0.3622848200312989, 0.009155828971273372]]"
628,q11br1c1,equipment_ownership_use,,2,0.5546,0.0211,"[[""0"", 692, 259, 0.37427745664739887, 0.021148465587373322], [""1"", 874, 294, 0.33638443935926776, -0.01674455170075778]]"
629,q16_2026r10,brand_funnel,,2,0.5534,0.0389,"[[""1"", 296, 93, 0.3141891891891892, -0.038939801870836344], [""0"", 1270, 460, 0.36220472440944884, 0.009075733349423298]]"
630,q24r15,other,,2,0.5436,0.0271,"[[""1"", 503, 164, 0.3260437375745527, -0.02708525348547286], [""0"", 1063, 389, 0.3659454374412041, 0.01281644638117857]]"
631,q11br6c1,equipment_ownership_use,,2,0.5431,0.0195,"[[""1"", 746, 278, 0.3726541554959786, 0.019525164435953035], [""0"", 820, 275, 0.3353658536585366, -0.017763137401488938]]"
632,q24r10,other,,2,0.5328,0.0469,"[[""1"", 210, 84, 0.4, 0.04687100893997448], [""0"", 1356, 469, 0.34587020648967554, -0.007258784570350008]]"
633,q41_2026r7,demographic_profile,,2,0.5081,0.0395,"[[""0"", 270, 106, 0.3925925925925926, 0.03946360153256706], [""1"", 1296, 447, 0.3449074074074074, -0.008221583652618158]]"
634,q21r5,channel_supplier,,4,0.4981,0.0808,"[[""2"", 53, 23, 0.4339622641509434, 0.08083327309091787], [""3"", 43, 17, 0.3953488372093023, 0.04221984614927676], [""__MISSING__"", 1420, 494, 0.34788732394366195, -0.005241667116363591], [""1"", 50, 19, 0.38, 0.02687100893997446]]"
635,q20r17,brand_funnel,,3,0.4933,0.0313,"[[""0"", 348, 112, 0.3218390804597701, -0.03128991060025543], [""__MISSING__"", 1050, 383, 0.3647619047619048, 0.011632913701879244], [""1"", 168, 58, 0.34523809523809523, -0.00789089582193031]]"
636,q23r28,other,,2,0.475,0.1531,"[[""1"", 20, 4, 0.2, -0.15312899106002553], [""0"", 1546, 549, 0.3551099611901682, 0.0019809701301426452]]"
637,q1r11,other,,2,0.4701,0.1084,"[[""1"", 39, 18, 0.46153846153846156, 0.10840947047843602], [""0"", 1527, 535, 0.35036018336607727, -0.002768807693948272]]"
638,q23r13,other,,2,0.4666,0.0679,"[[""1"", 95, 40, 0.42105263157894735, 0.0679236405189218], [""0"", 1471, 513, 0.3487423521414004, -0.004386638918625119]]"
639,q14r11,channel_supplier,,2,0.4588,0.0193,"[[""1"", 689, 230, 0.33381712626995647, -0.019311864790069078], [""0"", 877, 323, 0.36830102622576966, 0.015172035165744113]]"
640,q26r10,other,,2,0.4509,0.0368,"[[""1"", 275, 87, 0.31636363636363635, -0.036765354696389196], [""0"", 1291, 466, 0.36096049573973665, 0.00783150467971111]]"
641,q24r13,other,,2,0.4409,0.04,"[[""1"", 234, 92, 0.39316239316239315, 0.04003340210236761], [""0"", 1332, 461, 0.3460960960960961, -0.007032894963929448]]"
642,q11br10c3,equipment_ownership_use,,2,0.4399,0.0343,"[[""1"", 302, 117, 0.38741721854304634, 0.034288227483020794], [""0"", 1264, 436, 0.3449367088607595, -0.008192282199266043]]"
643,q23r30,other,,2,0.4398,0.0382,"[[""1"", 253, 99, 0.391304347826087, 0.03817535676606143], [""0"", 1313, 454, 0.3457730388423458, -0.007355952217679762]]"
644,q28r18oe,ad_recall,Where have you seen advertising for ECHO outdoor power equipment? - Other (please specify),2,0.4187,0.0004,"[[""__MISSING__"", 1565, 552, 0.3527156549520767, -0.00041333610794885844]]"
645,q11ar1c3,equipment_ownership_use,,2,0.413,0.0428,"[[""1"", 197, 78, 0.39593908629441626, 0.04281009523439072], [""0"", 1369, 475, 0.34696859021183346, -0.0061604008481920824]]"
646,q24r12,other,,2,0.4126,0.0306,"[[""1"", 344, 132, 0.38372093023255816, 0.030591939172532612], [""0"", 1222, 421, 0.3445171849427169, -0.008611806117308662]]"
647,q11ar5c1,equipment_ownership_use,,2,0.4009,0.0256,"[[""1"", 441, 167, 0.3786848072562358, 0.02555581619621028], [""0"", 1125, 386, 0.3431111111111111, -0.010017879948914454]]"
648,q41_2026r1,demographic_profile,,2,0.3928,0.1469,"[[""1"", 18, 9, 0.5, 0.14687100893997446], [""0"", 1548, 544, 0.35142118863049093, -0.0017078024295346106]]"
649,q23r19,other,,2,0.3821,0.0357,"[[""1"", 252, 80, 0.31746031746031744, -0.0356686735997081], [""0"", 1314, 473, 0.3599695585996956, 0.0068405675396700505]]"
650,q41_2026r6,demographic_profile,,2,0.3748,0.0007,"[[""0"", 1563, 553, 0.35380678182981445, 0.0006777907697889107]]"
651,q41_2026r8,demographic_profile,,2,0.3748,0.0007,"[[""0"", 1563, 553, 0.35380678182981445, 0.0006777907697889107]]"
652,q41_2026r8oe,demographic_profile,Which of the following describes your race or ethnicity? - Another race (please specify),4,0.3748,0.0007,"[[""__MISSING__"", 1563, 553, 0.35380678182981445, 0.0006777907697889107]]"
653,q12,equipment_ownership_use,What involvement do you have when deciding on the outdoor power equipment you purchased or will purchase?,2,0.3576,0.045,"[[""2"", 159, 49, 0.3081761006289308, -0.04495289043109474], [""1"", 1407, 504, 0.3582089552238806, 0.005079964163855033]]"
654,q20r15,brand_funnel,,2,0.3536,0.0397,"[[""1"", 196, 77, 0.39285714285714285, 0.039728151797117306], [""0"", 1370, 476, 0.34744525547445254, -0.005683735585573002]]"
655,q21r9,channel_supplier,,4,0.3525,0.0361,"[[""1"", 167, 65, 0.38922155688622756, 0.03609256582620202], [""__MISSING__"", 1106, 381, 0.3444846292947559, -0.00864436176526967], [""2"", 162, 60, 0.37037037037037035, 0.017241379310344807], [""3"", 131, 47, 0.35877862595419846, 0.005649634894172917]]"
656,q11br13c1,equipment_ownership_use,,2,0.3428,0.0165,"[[""1"", 698, 258, 0.36962750716332377, 0.016498516103298222], [""0"", 868, 295, 0.33986175115207373, -0.013267239907951811]]"
657,q41_2026r5,demographic_profile,,2,0.3351,0.001,"[[""0"", 1559, 549, 0.3521488133418858, -0.0009801777181397409]]"
658,q41_2026r3,demographic_profile,,2,0.3287,0.0431,"[[""1"", 159, 63, 0.39622641509433965, 0.0430974240343141], [""0"", 1407, 490, 0.3482587064676617, -0.004870284592363827]]"
659,q23r8,other,,2,0.3146,0.0173,"[[""1"", 629, 233, 0.37042925278219396, 0.01730026172216842], [""0"", 937, 320, 0.3415154749199573, -0.011613516140068225]]"
660,q26r2,other,,2,0.3132,0.0229,"[[""1"", 433, 143, 0.3302540415704388, -0.022874949489586738], [""0"", 1133, 410, 0.36187113857016767, 0.008742147510142129]]"
661,q21d_2026r16,channel_supplier,,2,0.312,0.1309,"[[""16"", 18, 4, 0.2222222222222222, -0.13090676883780333], [""0"", 1548, 549, 0.3546511627906977, 0.0015221717306721505]]"
662,q11br5c1,equipment_ownership_use,,2,0.3108,0.0176,"[[""1"", 611, 205, 0.3355155482815057, -0.01761344277851984], [""0"", 955, 348, 0.3643979057591623, 0.011268914699136767]]"
663,q11br7c3,equipment_ownership_use,,2,0.2965,0.0205,"[[""1"", 487, 162, 0.3326488706365503, -0.020480120423475245], [""0"", 1079, 391, 0.3623725671918443, 0.009243576131818754]]"
664,q21d_2026r9,channel_supplier,,2,0.2902,0.0295,"[[""9"", 275, 89, 0.3236363636363636, -0.029492627423661932], [""0"", 1291, 464, 0.35941130906274205, 0.006282318002716503]]"
665,conditionsSouth,fielding_technical,,2,0.288,0.0178,"[[""1"", 577, 214, 0.3708838821490468, 0.01775489108902123], [""0"", 989, 339, 0.34277047522750254, -0.010358515832523008]]"
666,q21d_2026r2,channel_supplier,,2,0.2829,0.0232,"[[""2"", 394, 130, 0.3299492385786802, -0.02317975248134535], [""0"", 1172, 423, 0.3609215017064846, 0.007792510646459083]]"
667,q11ar1c1,equipment_ownership_use,,2,0.263,0.013,"[[""0"", 782, 266, 0.340153452685422, -0.012975538374603524], [""1"", 784, 287, 0.36607142857142855, 0.012942437511403004]]"
668,q21d_2026r12,channel_supplier,,2,0.2517,0.0191,"[[""12"", 479, 160, 0.33402922755741127, -0.019099763502614275], [""0"", 1087, 393, 0.36154553817847285, 0.008416547118447304]]"
669,q14r4,channel_supplier,,2,0.2416,0.0177,"[[""1"", 515, 191, 0.37087378640776697, 0.017744795347741427], [""0"", 1051, 362, 0.34443387250237867, -0.008695118557646875]]"
670,q23r17,other,,2,0.2379,0.042,"[[""1"", 124, 49, 0.3951612903225806, 0.042032299262555084], [""0"", 1442, 504, 0.34951456310679613, -0.0036144279532294155]]"
671,q23r12,other,,2,0.2362,0.0434,"[[""1"", 116, 46, 0.39655172413793105, 0.043422733077905507], [""0"", 1450, 507, 0.3496551724137931, -0.0034738186462324183]]"
672,q14r9,channel_supplier,,2,0.236,0.1531,"[[""1"", 10, 2, 0.2, -0.15312899106002553], [""0"", 1556, 551, 0.35411311053984573, 0.000984119479820189]]"
673,q21r10,channel_supplier,,4,0.2346,0.0363,"[[""3"", 101, 32, 0.31683168316831684, -0.03629730789170871], [""1"", 130, 43, 0.33076923076923076, -0.022359760290794783], [""__MISSING__"", 1213, 435, 0.3586150041220115, 0.005486013061985984], [""2"", 122, 43, 0.3524590163934426, -0.0006699746665829176]]"
674,q11ar7c3,equipment_ownership_use,,2,0.2308,0.0191,"[[""1"", 452, 151, 0.334070796460177, -0.019058194599848532], [""0"", 1114, 402, 0.3608617594254937, 0.007732768365468157]]"
675,q11br14c3,equipment_ownership_use,,2,0.2138,0.0307,"[[""1"", 198, 76, 0.3838383838383838, 0.03070939277835827], [""0"", 1368, 477, 0.34868421052631576, -0.00444478053370978]]"
676,q16_2026r1,brand_funnel,,2,0.1845,0.0279,"[[""1"", 206, 67, 0.32524271844660196, -0.02788627261342358], [""0"", 1360, 486, 0.3573529411764706, 0.004223950116445052]]"
677,q26r6,other,,2,0.1802,0.0235,"[[""1"", 270, 89, 0.3296296296296296, -0.023499361430395938], [""0"", 1296, 464, 0.35802469135802467, 0.004895700297999128]]"
678,q1r3,other,,2,0.1718,0.0488,"[[""1"", 69, 21, 0.30434782608695654, -0.048781164973069], [""0"", 1497, 532, 0.35537742150968604, 0.002248430449660499]]"
679,q21d_2026r6,channel_supplier,,2,0.1703,0.0251,"[[""6"", 230, 87, 0.3782608695652174, 0.02513187850519183], [""0"", 1336, 466, 0.34880239520958084, -0.004326595850444703]]"
680,q24r9,other,,2,0.1327,0.0178,"[[""1"", 331, 111, 0.33534743202416917, -0.017781559035856376], [""0"", 1235, 442, 0.35789473684210527, 0.004765745782079722]]"
681,q21d_2026r15,channel_supplier,,2,0.1192,0.0148,"[[""15"", 405, 149, 0.36790123456790125, 0.014772243507875704], [""0"", 1161, 404, 0.3479758828596038, -0.005153108200421752]]"
682,q16_2026r11,brand_funnel,,2,0.1188,0.0144,"[[""1"", 419, 154, 0.36754176610978523, 0.014412775049759685], [""0"", 1147, 399, 0.34786399302528337, -0.005264998034742174]]"
683,q24r18,other,,2,0.1176,0.0005,"[[""0"", 1561, 552, 0.35361947469570787, 0.0004904836356823261]]"
684,q24r5,other,,2,0.1176,0.0143,"[[""1"", 422, 143, 0.33886255924170616, -0.01426643181831938], [""0"", 1144, 410, 0.3583916083916084, 0.005262617331582842]]"
685,q21b_2026r11,channel_supplier,,2,0.1039,0.0101,"[[""1"", 618, 212, 0.343042071197411, -0.010086919862614563], [""0"", 948, 341, 0.35970464135021096, 0.00657565029018542]]"
686,q16_2026r2,brand_funnel,,2,0.0955,0.0166,"[[""1"", 284, 105, 0.36971830985915494, 0.016589318799129393], [""0"", 1282, 448, 0.3494539781591264, -0.003675012900899166]]"
687,q11br12c1,equipment_ownership_use,,2,0.0889,0.0097,"[[""1"", 587, 213, 0.3628620102214651, 0.009733019161439538], [""0"", 979, 340, 0.3472931562819203, -0.005835834778105231]]"
688,q1r13,other,,2,0.0817,0.0406,"[[""1"", 48, 15, 0.3125, -0.04062899106002554], [""0"", 1518, 538, 0.3544137022397892, 0.0012847111797636424]]"
689,q21d_2026r5,channel_supplier,,2,0.0804,0.0138,"[[""5"", 333, 113, 0.33933933933933935, -0.013789651720686191], [""0"", 1233, 440, 0.35685320356853206, 0.003724212508506519]]"
690,q1r12,other,,2,0.0716,0.0804,"[[""1"", 11, 3, 0.2727272727272727, -0.08040171833275284], [""0"", 1555, 550, 0.3536977491961415, 0.0005687581361159544]]"
691,q21b_2026r12,channel_supplier,,2,0.0666,0.0096,"[[""1"", 492, 169, 0.3434959349593496, -0.00963305610067594], [""0"", 1074, 384, 0.3575418994413408, 0.00441290838131525]]"
692,q21b_2026r15,channel_supplier,,2,0.0642,0.0674,"[[""1"", 14, 4, 0.2857142857142857, -0.06741470534573984], [""0"", 1552, 549, 0.3537371134020619, 0.0006081223420363324]]"
693,q26r5,other,,2,0.0604,0.0187,"[[""1"", 156, 58, 0.3717948717948718, 0.018665880734846263], [""0"", 1410, 495, 0.35106382978723405, -0.0020651612727914936]]"
694,q14r15,channel_supplier,,2,0.0598,0.059,"[[""1"", 17, 5, 0.29411764705882354, -0.059011344001202004], [""0"", 1549, 548, 0.3537766300839251, 0.0006476390238995822]]"
695,q14r12,channel_supplier,,2,0.0598,0.0085,"[[""1"", 542, 196, 0.36162361623616235, 0.008494625176136805], [""0"", 1024, 357, 0.3486328125, -0.004496178560025543]]"
696,q23r27,other,,2,0.0569,0.0302,"[[""1"", 60, 23, 0.38333333333333336, 0.030204342273307816], [""0"", 1506, 530, 0.351925630810093, -0.0012033602499325613]]"
697,q1r6,other,,2,0.0555,0.0488,"[[""1"", 23, 7, 0.30434782608695654, -0.048781164973069], [""0"", 1543, 546, 0.35385612443292286, 0.0007271333728973151]]"
698,q1r4,other,,2,0.0546,0.0454,"[[""1"", 26, 8, 0.3076923076923077, -0.045436683367717834], [""0"", 1540, 545, 0.3538961038961039, 0.0007671128360783319]]"
699,q11br7c1,equipment_ownership_use,,2,0.0439,0.0054,"[[""1"", 765, 266, 0.3477124183006536, -0.005416572759371963], [""0"", 801, 287, 0.35830212234706615, 0.005173131287040611]]"
700,q14r14,channel_supplier,,2,0.0427,0.0003,"[[""0"", 1562, 552, 0.353393085787452, 0.0002640947274264449]]"
701,q21b_2026r4,channel_supplier,,2,0.0385,0.0079,"[[""1"", 446, 161, 0.3609865470852018, 0.007857556025176238], [""0"", 1120, 392, 0.35, -0.0031289910600255655]]"
702,q11ar5c3,equipment_ownership_use,,2,0.0356,0.0098,"[[""1"", 300, 103, 0.3433333333333333, -0.00979565772669222], [""0"", 1266, 450, 0.35545023696682465, 0.0023212459067991076]]"
703,q11br10c2,equipment_ownership_use,,2,0.0306,0.0052,"[[""0"", 661, 230, 0.34795763993948564, -0.005171351120539902], [""1"", 905, 323, 0.3569060773480663, 0.003777086288040743]]"
704,q26r1,other,,2,0.0293,0.007,"[[""1"", 436, 157, 0.36009174311926606, 0.006962752059240518], [""0"", 1130, 396, 0.3504424778761062, -0.0026865131839193257]]"
705,q26r14,other,,2,0.0271,0.0454,"[[""1"", 13, 4, 0.3076923076923077, -0.045436683367717834], [""0"", 1553, 549, 0.3535093367675467, 0.00038034570752115693]]"
706,q11ar10c3,equipment_ownership_use,,2,0.0256,0.0088,"[[""1"", 273, 94, 0.3443223443223443, -0.008806646737681223], [""0"", 1293, 459, 0.35498839907192575, 0.0018594080119002099]]"
707,q1r14,other,,2,0.0221,0.0469,"[[""1"", 10, 4, 0.4, 0.04687100893997448], [""0"", 1556, 549, 0.352827763496144, -0.00030122756388156757]]"
708,q41_2026r4,demographic_profile,,2,0.0207,0.0135,"[[""1"", 106, 36, 0.33962264150943394, -0.013506349550591601], [""0"", 1460, 517, 0.3541095890410959, 0.0009805979810703636]]"
709,q1r5,other,,2,0.0184,0.0131,"[[""1"", 100, 34, 0.34, -0.013128991060025519], [""0"", 1466, 519, 0.35402455661664395, 0.0008955655566184051]]"
710,q16_2026r14,brand_funnel,,2,0.0169,0.0076,"[[""1"", 246, 85, 0.34552845528455284, -0.007600535775472705], [""0"", 1320, 468, 0.35454545454545455, 0.0014164634854290092]]"
711,q26r7,other,,2,0.0099,0.0052,"[[""1"", 293, 105, 0.3583617747440273, 0.005232783684001763], [""0"", 1273, 448, 0.3519245875883739, -0.0012044034716516272]]"
712,q41_2026r2,demographic_profile,,2,0.0091,0.0153,"[[""1"", 38, 14, 0.3684210526315789, 0.015292061571553384], [""0"", 1528, 539, 0.35274869109947643, -0.0003802999605491131]]"
713,q23r14,other,,2,0.0085,0.0065,"[[""1"", 176, 61, 0.3465909090909091, -0.006538081969116427], [""0"", 1390, 492, 0.3539568345323741, 0.0008278434723485439]]"
714,q21d_2026r3,channel_supplier,,2,0.0082,0.004,"[[""3"", 381, 133, 0.34908136482939633, -0.004047626230629209], [""0"", 1185, 420, 0.35443037974683544, 0.0013013886868099012]]"
715,q24r2,other,,2,0.0062,0.0037,"[[""1"", 352, 123, 0.3494318181818182, -0.0036971728782073665], [""0"", 1214, 430, 0.3542009884678748, 0.0010719974078492456]]"
716,q1r7,other,,2,0.0059,0.0053,"[[""1"", 184, 64, 0.34782608695652173, -0.005302904103503814], [""0"", 1382, 489, 0.35383502170767006, 0.0007060306476445177]]"
717,q11br12c3,equipment_ownership_use,,2,0.0036,0.0035,"[[""1"", 246, 86, 0.34959349593495936, -0.0035354951250661792], [""0"", 1320, 467, 0.35378787878787876, 0.000658887727853219]]"
718,q1r9,other,,2,0.0036,0.0086,"[[""1"", 47, 17, 0.3617021276595745, 0.008573136599548947], [""0"", 1519, 536, 0.35286372613561556, -0.0002652649244099803]]"
719,q26r11,other,,2,0.0035,0.0052,"[[""1"", 120, 43, 0.35833333333333334, 0.005204342273307794], [""0"", 1446, 510, 0.35269709543568467, -0.00043189562434087225]]"
720,q11br6c2,equipment_ownership_use,,2,0.0015,0.0011,"[[""0"", 669, 237, 0.3542600896860987, 0.0011310986260731348], [""1"", 897, 316, 0.35228539576365664, -0.0008435952963689042]]"
